title,tokens,tokens_text,num_tokens,category,location,price_numeric
Land for Sale - Rs 1 Crore 50 Lakh Per Aana,"['land', 'sale', 'r', 'crore', '50', 'lakh', 'per', 'aana']",land sale r crore 50 lakh per aana,8,Land,"Baluwatar 11 Kathmandu Metropolis, Kathmandu",52500219.13805698
Land for Sale - Rs 14 Crore,"['land', 'sale', 'r', '14', 'crore']",land sale r 14 crore,5,Land,"Baneshwor 10 Kathmandu Metropolis, Kathmandu",140000000.0
Land for Sale - Rs 4 Crore 25 Lakh,"['land', 'sale', 'r', 'crore', '25', 'lakh']",land sale r crore 25 lakh,6,Land,"Shantinagar 9 Kathmandu Metropolis, Kathmandu",42500000.0
Land for Sale - Rs 4 Crore 90 Lakh,"['land', 'sale', 'r', 'crore', '90', 'lakh']",land sale r crore 90 lakh,6,Land,"Tikathali 7 Mahalaxmi, Lalitpur",49000000.0
Land for Sale - Rs 75 Lakh Per Aana,"['land', 'sale', 'r', '75', 'lakh', 'per', 'aana']",land sale r 75 lakh per aana,7,Land,"Maharajgunj 10 Kathmandu Metropolis, Kathmandu",105000000.0
Land for Sale - Rs 60 Lakh Per Aana,"['land', 'sale', 'r', '60', 'lakh', 'per', 'aana']",land sale r 60 lakh per aana,7,Land,"Maharajgunj 8 Kathmandu Metropolis, Kathmandu",84000000.0
Land for Sale - Rs 60 Lakh Per Aana,"['land', 'sale', 'r', '60', 'lakh', 'per', 'aana']",land sale r 60 lakh per aana,7,Land,"Maharajgunj 7 Kathmandu Metropolis, Kathmandu",114000000.0
Land for Sale - Rs 15 Lakh Per Aana,"['land', 'sale', 'r', '15', 'lakh', 'per', 'aana']",land sale r 15 lakh per aana,7,Land,"Dadingbesi puchar bazar 5 Nilkantha , Dhading",4500000.0
Land for Sale - Rs 4 Crore,"['land', 'sale', 'r', 'crore']",land sale r crore,4,Land,"satdobato swimming pool 15 Lalitpur Metropolis, Lalitpur",40000000.0
Land for Sale - Rs 35 Lakh Per Aana,"['land', 'sale', 'r', '35', 'lakh', 'per', 'aana']",land sale r 35 lakh per aana,7,Land,"Hattiban 13 Lalitpur Metropolis, Lalitpur",10500000.0
Land for Sale - Rs 3 Crore 25 Lakh,"['land', 'sale', 'r', 'crore', '25', 'lakh']",land sale r crore 25 lakh,6,Land,"Sanobharyang 10 Kathmandu Metropolis, Kathmandu",32500000.0
Land for Sale - Rs 50 Lakh Per Aana,"['land', 'sale', 'r', '50', 'lakh', 'per', 'aana']",land sale r 50 lakh per aana,7,Land,"Lokanthali 7 Bhaktapur, Bhaktapur",20000000.0
Land for Sale - Rs 26 Lakh Per Aana,"['land', 'sale', 'r', '26', 'lakh', 'per', 'aana']",land sale r 26 lakh per aana,7,Land,"Dahachowk  Chandragiri, Kathmandu",10400000.0
Land for Sale - Rs 22 Lakh Per Aana,"['land', 'sale', 'r', '22', 'lakh', 'per', 'aana']",land sale r 22 lakh per aana,7,Land,"Dahachowk  Chandragiri, Kathmandu",8800000.0
Land for Sale - Rs 6 Crore 75 Lakh,"['land', 'sale', 'r', 'crore', '75', 'lakh']",land sale r crore 75 lakh,6,Land,"Bhaisepati 0 Lalitpur Metropolis, Lalitpur",67500000.0
Land for Sale - Rs 65 Lakh Per Aana,"['land', 'sale', 'r', '65', 'lakh', 'per', 'aana']",land sale r 65 lakh per aana,7,Land,"tahachal 0 Kathmandu Metropolis, Kathmandu",136500000.0
Land for Sale - Rs 2 Crore 55 Lakh,"['land', 'sale', 'r', 'crore', '55', 'lakh']",land sale r crore 55 lakh,6,Land,"Tikathali 4 Mahalaxmi, Lalitpur",25500000.0
Land for Sale - Rs 90 Lakh Per Aana,"['land', 'sale', 'r', '90', 'lakh', 'per', 'aana']",land sale r 90 lakh per aana,7,Land,"kuleshower  0 Kathmandu Metropolis, Kathmandu",126000000.0
Land for Sale - Rs 1 Crore 55 Lakh Per Aana,"['land', 'sale', 'r', 'crore', '55', 'lakh', 'per', 'aana']",land sale r crore 55 lakh per aana,8,Land,"Jhamaikhel chowk 3 Select Municipality, Lalitpur",77500000.0
Land for Sale - Rs 4 Crore 20 Lakh,"['land', 'sale', 'r', 'crore', '20', 'lakh']",land sale r crore 20 lakh,6,Land,"Jhamsikhel Lalitpur  3 Lalitpur Metropolis, Lalitpur",42000000.0
Land for Sale - Rs 90 Lakh Per Aana,"['land', 'sale', 'r', '90', 'lakh', 'per', 'aana']",land sale r 90 lakh per aana,7,Land,"Jhamsikhel Lalitpur  3 Lalitpur Metropolis, Lalitpur",63000000.0
Land for Sale - Rs 15 Lakh Per Dhur,"['land', 'sale', 'r', '15', 'lakh', 'per', 'dhur']",land sale r 15 lakh per dhur,7,Land,"Dharan  0 Dharan, Sunsari",109500000.0
Land for Sale - Rs 11 Crore,"['land', 'sale', 'r', '11', 'crore']",land sale r 11 crore,5,Land,"Satdobato 0 Select Municipality, Lalitpur",110000000.0
Land for Sale - Rs 5 Crore 25 Lakh,"['land', 'sale', 'r', 'crore', '25', 'lakh']",land sale r crore 25 lakh,6,Land,"... 0 Lalitpur Metropolis, Lalitpur",52500000.0
Land for Sale - Rs 3 Crore 90 Lakh,"['land', 'sale', 'r', 'crore', '90', 'lakh']",land sale r crore 90 lakh,6,Land,"Bhaisepati 0 Bagmati, Lalitpur",39000000.0
Land for Sale - Rs 75 Lakh Per Aana,"['land', 'sale', 'r', '75', 'lakh', 'per', 'aana']",land sale r 75 lakh per aana,7,Land,"Satdobato 0 Bagmati, Lalitpur",30000000.0
Land for Sale - Rs 33 Lakh,"['land', 'sale', 'r', '33', 'lakh']",land sale r 33 lakh,5,Land,"Duwakot 7 Changunarayan, Bhaktapur",3300000.0
House for Sale - Rs 3 Crore 99 Lakh 99 Thousand 999,"['house', 'sale', 'r', 'crore', '99', 'lakh', '99', 'thousand', '999']",house sale r crore 99 lakh 99 thousand 999,9,House,"Hattiban 0 Lalitpur Metropolis, Lalitpur",39999000.0
Land for Sale - Rs 2 Crore 30 Lakh,"['land', 'sale', 'r', 'crore', '30', 'lakh']",land sale r crore 30 lakh,6,Land,"Hattiban 0 Lalitpur Metropolis, Lalitpur",23000000.0
House for Sale - Rs 1 Crore 39 Lakh 99 Thousand 999,"['house', 'sale', 'r', 'crore', '39', 'lakh', '99', 'thousand', '999']",house sale r crore 39 lakh 99 thousand 999,9,House,"Sanagau, Charghare 0 Mahalaxmi, Lalitpur",13999000.0
Land for Sale - Rs 38 Lakh Per Aana,"['land', 'sale', 'r', '38', 'lakh', 'per', 'aana']",land sale r 38 lakh per aana,7,Land,"Balkot 13 Bhaktapur, Bhaktapur",30400000.0
Land for Sale - Rs 40 Lakh Per Aana,"['land', 'sale', 'r', '40', 'lakh', 'per', 'aana']",land sale r 40 lakh per aana,7,Land,"Balkot 12 Bhaktapur, Bhaktapur",25999941.563184805
Land for Sale - Rs 60 Lakh Per Aana,"['land', 'sale', 'r', '60', 'lakh', 'per', 'aana']",land sale r 60 lakh per aana,7,Land,"Pepsicola 11 Kathmandu Metropolis, Kathmandu",21749890.43097151
Land for Sale - Rs 45 Lakh Per Aana,"['land', 'sale', 'r', '45', 'lakh', 'per', 'aana']",land sale r 45 lakh per aana,7,Land,"Deuba Chowk 10 Kathmandu Metropolis, Kathmandu",36000000.0
Land for Sale - Rs 5 Crore 49 Lakh 99 Thousand 999,"['land', 'sale', 'r', 'crore', '49', 'lakh', '99', 'thousand', '999']",land sale r crore 49 lakh 99 thousand 999,9,Land,"Dhphakhel 0 Mahalaxmi, Lalitpur",54999000.0
House for Sale - Rs 2 Crore 99 Lakh 99 Thousand 999,"['house', 'sale', 'r', 'crore', '99', 'lakh', '99', 'thousand', '999']",house sale r crore 99 lakh 99 thousand 999,9,House,"magargau 4 Mahalaxmi, Lalitpur",29999000.0
Land for Sale - Rs 5 Crore 50 Lakh,"['land', 'sale', 'r', 'crore', '50', 'lakh']",land sale r crore 50 lakh,6,Land,"Dhapakhel 8 Lalitpur Metropolis, Lalitpur",55000000.0
Land for Sale - Rs 2 Crore 60 Lakh,"['land', 'sale', 'r', 'crore', '60', 'lakh']",land sale r crore 60 lakh,6,Land,"Bhaisepati 7 Lalitpur Metropolis, Lalitpur",26000000.0
House for Sale - Rs 3 Crore 19 Lakh 99 Thousand 999,"['house', 'sale', 'r', 'crore', '19', 'lakh', '99', 'thousand', '999']",house sale r crore 19 lakh 99 thousand 999,9,House,"Imadol 4 Mahalaxmi, Lalitpur",31999000.0
House for Sale - Rs 3 Crore 24 Lakh 99 Thousand 999,"['house', 'sale', 'r', 'crore', '24', 'lakh', '99', 'thousand', '999']",house sale r crore 24 lakh 99 thousand 999,9,House,"Imadol 4 Mahalaxmi, Lalitpur",32499000.0
Land for Sale - Rs 1 Crore 89 Lakh,"['land', 'sale', 'r', 'crore', '89', 'lakh']",land sale r crore 89 lakh,6,Land,"Setipakha 12 Lalitpur Metropolis, Lalitpur",18900000.0
Land for Sale - Rs 2 Crore 90 Lakh,"['land', 'sale', 'r', 'crore', '90', 'lakh']",land sale r crore 90 lakh,6,Land,"Shital Height 10 Mahalaxmi, Lalitpur",29000000.0
Land for Sale - Rs 39 Lakh Per Aana,"['land', 'sale', 'r', '39', 'lakh', 'per', 'aana']",land sale r 39 lakh per aana,7,Land,"Harisiddhi 10 Lalitpur Metropolis, Lalitpur",17549943.024105184
Land for Sale - Rs 40 Lakh Per Aana,"['land', 'sale', 'r', '40', 'lakh', 'per', 'aana']",land sale r 40 lakh per aana,7,Land,"Harisiddhi 9 Lalitpur Metropolis, Lalitpur",15499897.735573413
Land for Sale - Rs 57 Lakh Per Aana,"['land', 'sale', 'r', '57', 'lakh', 'per', 'aana']",land sale r 57 lakh per aana,7,Land,"Khumaltar 11 Lalitpur Metropolis, Lalitpur",79800000.0
Land for Sale - Rs 59 Lakh Per Aana,"['land', 'sale', 'r', '59', 'lakh', 'per', 'aana']",land sale r 59 lakh per aana,7,Land,"Khumaltar 13 Lalitpur Metropolis, Lalitpur",44250086.19430241
Land for Sale - Rs 58 Lakh Per Aana,"['land', 'sale', 'r', '58', 'lakh', 'per', 'aana']",land sale r 58 lakh per aana,7,Land,"Khumaltar 12 Lalitpur Metropolis, Lalitpur",58000000.0
Land for Sale - Rs 40 Lakh Per Aana,"['land', 'sale', 'r', '40', 'lakh', 'per', 'aana']",land sale r 40 lakh per aana,7,Land,"Imadol 9 Lalitpur Metropolis, Lalitpur",18999912.34477721
Land for Sale - Rs 90 Lakh Per Aana,"['land', 'sale', 'r', '90', 'lakh', 'per', 'aana']",land sale r 90 lakh per aana,7,Land,"Ratopul 16 Kathmandu Metropolis, Kathmandu",42750065.741417095
Land for Sale - Rs 70 Lakh Per Aana,"['land', 'sale', 'r', '70', 'lakh', 'per', 'aana']",land sale r 70 lakh per aana,7,Land,"Maharajgunj 14 Kathmandu Metropolis, Kathmandu",49000000.0
Land for Sale - Rs 4 Crore,"['land', 'sale', 'r', 'crore']",land sale r crore,4,Land,"Bansbari 11 Kathmandu Metropolis, Kathmandu",40000000.0
Land for Sale - Rs 6 Crore,"['land', 'sale', 'r', 'crore']",land sale r crore,4,Land,"Bansbari 10 Kathmandu Metropolis, Kathmandu",60000000.0
Land for Sale - Rs 5 Crore,"['land', 'sale', 'r', 'crore']",land sale r crore,4,Land,"Basundhara 9 Kathmandu Metropolis, Kathmandu",50000000.0
Land for Sale - Rs 2 Crore 50 Lakh Per Aana,"['land', 'sale', 'r', 'crore', '50', 'lakh', 'per', 'aana']",land sale r crore 50 lakh per aana,8,Land,"Balkot 02 Suryabinayak, Bhaktapur",87500365.23009497
Land for Sale - Rs 45 Lakh Per Aana,"['land', 'sale', 'r', '45', 'lakh', 'per', 'aana']",land sale r 45 lakh per aana,7,Land,"Ghathaghar 7 Bhaktapur, Bhaktapur",27000000.0
Land for Sale - Rs 35 Lakh Per Aana,"['land', 'sale', 'r', '35', 'lakh', 'per', 'aana']",land sale r 35 lakh per aana,7,Land,"Thimi 15 Bhaktapur, Bhaktapur",21000000.0
Land for Sale - Rs 39 Lakh Per Aana,"['land', 'sale', 'r', '39', 'lakh', 'per', 'aana']",land sale r 39 lakh per aana,7,Land,"Gothatar 6 Kageshwori Manohara, Kathmandu",15600000.0
Land for Sale - Rs 62 Lakh Per Aana,"['land', 'sale', 'r', '62', 'lakh', 'per', 'aana']",land sale r 62 lakh per aana,7,Land,"imadol ochu height 4 Lalitpur Metropolis, Lalitpur",31000000.0
House for Sale - Rs 2 Crore 40 Lakh,"['house', 'sale', 'r', 'crore', '40', 'lakh']",house sale r crore 40 lakh,6,House,"Dhapakhel 14 Lalitpur Metropolis, Lalitpur",24000000.0
Land for Sale - Rs 45 Lakh Per Aana,"['land', 'sale', 'r', '45', 'lakh', 'per', 'aana']",land sale r 45 lakh per aana,7,Land,"Gothatar 15 Kathmandu Metropolis, Kathmandu",15750065.741417097
Land for Sale - Rs 55 Lakh Per Aana,"['land', 'sale', 'r', '55', 'lakh', 'per', 'aana']",land sale r 55 lakh per aana,7,Land,"Kamerotar 11 Bhaktapur, Bhaktapur",33687479.91234478
House for Sale - Rs 3 Crore 25 Lakh,"['house', 'sale', 'r', 'crore', '25', 'lakh']",house sale r crore 25 lakh,6,House,"Kumaripati 19 Lalitpur Metropolis, Lalitpur",32500000.0
Land for Sale - Rs 45 Lakh Per Aana,"['land', 'sale', 'r', '45', 'lakh', 'per', 'aana']",land sale r 45 lakh per aana,7,Land,"Gothatar 11 Kathmandu Metropolis, Kathmandu",18000000.0
Land for Sale - Rs 45 Lakh Per Aana,"['land', 'sale', 'r', '45', 'lakh', 'per', 'aana']",land sale r 45 lakh per aana,7,Land,"Gothatar 10 Kathmandu Metropolis, Kathmandu",18000000.0
Land for Sale - Rs 60 Lakh Per Aana,"['land', 'sale', 'r', '60', 'lakh', 'per', 'aana']",land sale r 60 lakh per aana,7,Land,"Gothatar 9 Lalitpur Metropolis, Lalitpur",48000000.0
Land for Sale - Rs 75 Lakh Per Aana,"['land', 'sale', 'r', '75', 'lakh', 'per', 'aana']",land sale r 75 lakh per aana,7,Land,"Mahalaxmisthan 13 Lalitpur Metropolis, Lalitpur",39374945.21548575
Land for Sale - Rs 49 Lakh Per Aana,"['land', 'sale', 'r', '49', 'lakh', 'per', 'aana']",land sale r 49 lakh per aana,7,Land,"Imadol 11 Mahalaxmi, Lalitpur",15924964.207450692
Land for Sale - Rs 9 Lakh Per Aana,"['land', 'sale', 'r', 'lakh', 'per', 'aana']",land sale r lakh per aana,6,Land,"lele 5 Godawari, Lalitpur",2700000.0
Land for Sale - Rs 22 Lakh Per Aana,"['land', 'sale', 'r', '22', 'lakh', 'per', 'aana']",land sale r 22 lakh per aana,7,Land,"Maiti nepal 4 Gokarneshwor, Kathmandu",6600000.0
Land for Sale - Rs 40 Lakh Per Aana,"['land', 'sale', 'r', '40', 'lakh', 'per', 'aana']",land sale r 40 lakh per aana,7,Land,"Balkot 10 Bhaktapur, Bhaktapur",16249992.695398102
Land for Sale - Rs 50 Lakh Per Aana,"['land', 'sale', 'r', '50', 'lakh', 'per', 'aana']",land sale r 50 lakh per aana,7,Land,"Nakhu 4 Lalitpur Metropolis, Lalitpur",27812417.823228635
Land for Sale - Rs 3 Crore 25 Lakh,"['land', 'sale', 'r', 'crore', '25', 'lakh']",land sale r crore 25 lakh,6,Land,"Imadol 11 Mahalaxmi, Lalitpur",32500000.0
Land for Sale - Rs 36 Lakh Per Aana,"['land', 'sale', 'r', '36', 'lakh', 'per', 'aana']",land sale r 36 lakh per aana,7,Land,"Harisiddhi 13 Lalitpur Metropolis, Lalitpur",14400000.0
Land for Sale - Rs 34 Lakh Per Aana,"['land', 'sale', 'r', '34', 'lakh', 'per', 'aana']",land sale r 34 lakh per aana,7,Land,"Harisiddhi 11 Lalitpur Metropolis, Lalitpur",12537431.701972242
Land for Sale - Rs 30 Lakh Per Aana,"['land', 'sale', 'r', '30', 'lakh', 'per', 'aana']",land sale r 30 lakh per aana,7,Land,"Dhapakhel 12 Lalitpur Metropolis, Lalitpur",9000000.0
Land for Sale - Rs 40 Lakh Per Aana,"['land', 'sale', 'r', '40', 'lakh', 'per', 'aana']",land sale r 40 lakh per aana,7,Land,"Harisiddhi 11 Mahalaxmi, Lalitpur",17499956.172388602
Land for Sale - Rs 30 Lakh Per Aana,"['land', 'sale', 'r', '30', 'lakh', 'per', 'aana']",land sale r 30 lakh per aana,7,Land,"Harisiddhi 10 Mahalaxmi, Lalitpur",18000000.0
Land for Sale - Rs 23 Lakh Per Aana,"['land', 'sale', 'r', '23', 'lakh', 'per', 'aana']",land sale r 23 lakh per aana,7,Land,"Lamatar 9 Mahalaxmi, Lalitpur",9200000.0
Land for Sale - Rs 23 Lakh Per Aana,"['land', 'sale', 'r', '23', 'lakh', 'per', 'aana']",land sale r 23 lakh per aana,7,Land,"Lamatar 9 Mahalaxmi, Lalitpur",8624949.598246895
House for Sale - Rs 3 Crore 70 Lakh,"['house', 'sale', 'r', 'crore', '70', 'lakh']",house sale r crore 70 lakh,6,House,"bhaudaha  Katahari, Morang",37000000.0
Land for Sale - Rs 2 Crore 45 Lakh,"['land', 'sale', 'r', 'crore', '45', 'lakh']",land sale r crore 45 lakh,6,Land,"Tikathali 4 Mahalaxmi, Lalitpur",24500000.0
Land for Sale - Rs 2 Crore 50 Lakh,"['land', 'sale', 'r', 'crore', '50', 'lakh']",land sale r crore 50 lakh,6,Land,"Imadol  4 Mahalaxmi, Lalitpur",25000000.0
Land for Sale - Rs 4 Crore 50 Lakh,"['land', 'sale', 'r', 'crore', '50', 'lakh']",land sale r crore 50 lakh,6,Land,"Imadol 11 Mahalaxmi, Lalitpur",45000000.0
Land for Sale - Rs 38 Lakh Per Aana,"['land', 'sale', 'r', '38', 'lakh', 'per', 'aana']",land sale r 38 lakh per aana,7,Land,"Shital Height 11 Mahalaxmi, Lalitpur",13300055.514974436
House for Sale - Rs 4 Crore,"['house', 'sale', 'r', 'crore']",house sale r crore,4,House,"Sundar basti 8 Budhanilkantha, Kathmandu",40000000.0
Land for Sale - Rs 62 Lakh Per Aana,"['land', 'sale', 'r', '62', 'lakh', 'per', 'aana']",land sale r 62 lakh per aana,7,Land,"Lamatar 9 Mahalaxmi, Lalitpur",37200000.0
Land for Sale - Rs 32 Lakh Per Aana,"['land', 'sale', 'r', '32', 'lakh', 'per', 'aana']",land sale r 32 lakh per aana,7,Land,"Lubhu 9 Mahalaxmi, Lalitpur",12800000.0
Land for Sale - Rs 38 Lakh Per Aana,"['land', 'sale', 'r', '38', 'lakh', 'per', 'aana']",land sale r 38 lakh per aana,7,Land,"Shital height 9 Mahalaxmi, Lalitpur",23749972.24251278
Land for Sale - Rs 2 Crore 60 Lakh,"['land', 'sale', 'r', 'crore', '60', 'lakh']",land sale r crore 60 lakh,6,Land,"Shital Height 12 Mahalaxmi, Lalitpur",26000000.0
Land for Sale - Rs 4 Crore 35 Lakh,"['land', 'sale', 'r', 'crore', '35', 'lakh']",land sale r crore 35 lakh,6,Land,"Bhaisepati 11 Lalitpur Metropolis, Lalitpur",43500000.0
House for Sale - Rs 4 Crore 25 Lakh,"['house', 'sale', 'r', 'crore', '25', 'lakh']",house sale r crore 25 lakh,6,House,"Imadol Ochu Height 6 Mahalaxmi, Lalitpur",42500000.0
Land for Sale - Rs 4 Crore 25 Lakh,"['land', 'sale', 'r', 'crore', '25', 'lakh']",land sale r crore 25 lakh,6,Land,"Imadol Cozy Home 4 Mahalaxmi, Lalitpur",42500000.0
Land for Sale - Rs 3 Crore 10 Lakh,"['land', 'sale', 'r', 'crore', '10', 'lakh']",land sale r crore 10 lakh,6,Land,"Imadol  3 Mahalaxmi, Lalitpur",31000000.0
Land for Rent - Rs 1 Lakh 80 Thousand Per Sq. Ft.,"['land', 'rent', 'r', 'lakh', '80', 'thousand', 'per', 'sq', 'ft']",land rent r lakh 80 thousand per sq ft,9,Land,"Kupo 9 Lalitpur Metropolis, Lalitpur",180000.0
House for Sale - Rs 2 Crore 40 Lakh,"['house', 'sale', 'r', 'crore', '40', 'lakh']",house sale r crore 40 lakh,6,House,"Kapan height  Budhanilkantha, Kathmandu",24000000.0
Land for Sale - Rs 38 Lakh Per Aana,"['land', 'sale', 'r', '38', 'lakh', 'per', 'aana']",land sale r 38 lakh per aana,7,Land,"Tikathali 12 Bhaktapur, Bhaktapur",13300055.514974436
Land for Sale - Rs 70 Lakh Per Aana,"['land', 'sale', 'r', '70', 'lakh', 'per', 'aana']",land sale r 70 lakh per aana,7,Land,"Lokanthali 11 Bhaktapur, Bhaktapur",73499897.73557341
Land for Sale - Rs 38 Lakh Per Aana,"['land', 'sale', 'r', '38', 'lakh', 'per', 'aana']",land sale r 38 lakh per aana,7,Land,"Balkot 8 Bhaktapur, Bhaktapur",15200000.0
Land for Sale - Rs 48 Lakh Per Aana,"['land', 'sale', 'r', '48', 'lakh', 'per', 'aana']",land sale r 48 lakh per aana,7,Land,"Balkot 9 Bhaktapur, Bhaktapur",17999894.81373265
Land for Sale - Rs 35 Lakh Per Aana,"['land', 'sale', 'r', '35', 'lakh', 'per', 'aana']",land sale r 35 lakh per aana,7,Land,"Bode 6 Bhaktapur, Bhaktapur",28000000.0
Land for Sale - Rs 3 Crore 80 Lakh,"['land', 'sale', 'r', 'crore', '80', 'lakh']",land sale r crore 80 lakh,6,Land,"Imadol 12 Mahalaxmi, Lalitpur",38000000.0
Land for Sale - Rs 49 Lakh Per Aana,"['land', 'sale', 'r', '49', 'lakh', 'per', 'aana']",land sale r 49 lakh per aana,7,Land,"Kapan   Budhanilkantha, Kathmandu",44100000.0
Land for Sale - Rs 11 Crore 50 Lakh,"['land', 'sale', 'r', '11', 'crore', '50', 'lakh']",land sale r 11 crore 50 lakh,7,Land,"Sinamangal 13 Kathmandu Metropolis, Kathmandu",115000000.0
Land for Sale - Rs 4 Crore,"['land', 'sale', 'r', 'crore']",land sale r crore,4,Land,"Harisiddhi 12 Lalitpur Metropolis, Lalitpur",40000000.0
Land for Sale - Rs 38 Lakh Per Aana,"['land', 'sale', 'r', '38', 'lakh', 'per', 'aana']",land sale r 38 lakh per aana,7,Land,"Sanagau 12 Mahalaxmi, Lalitpur",11400000.0
Land for Sale - Rs 3 Crore 25 Lakh,"['land', 'sale', 'r', 'crore', '25', 'lakh']",land sale r crore 25 lakh,6,Land,"Bhaisepati 11 Lalitpur Metropolis, Lalitpur",32500000.0
Land for Sale - Rs 50 Lakh Per Aana,"['land', 'sale', 'r', '50', 'lakh', 'per', 'aana']",land sale r 50 lakh per aana,7,Land,"Imadol 17 Mahalaxmi, Lalitpur",15000000.0
Land for Sale - Rs 2 Crore 70 Lakh,"['land', 'sale', 'r', 'crore', '70', 'lakh']",land sale r crore 70 lakh,6,Land,"Bhaisepati  Lalitpur Metropolis, Lalitpur",27000000.0
Land for Sale - Rs 40 Lakh Per Aana,"['land', 'sale', 'r', '40', 'lakh', 'per', 'aana']",land sale r 40 lakh per aana,7,Land,"Thaiba 13 Lalitpur Metropolis, Lalitpur",17999941.563184805
Land for Sale - Rs 11 Crore 50 Lakh,"['land', 'sale', 'r', '11', 'crore', '50', 'lakh']",land sale r 11 crore 50 lakh,7,Land,"Kathmandu 16 Kathmandu Metropolis, Kathmandu",115000000.0
Land for Sale - Rs 5 Crore 25 Lakh,"['land', 'sale', 'r', 'crore', '25', 'lakh']",land sale r crore 25 lakh,6,Land,"Bhaisepati 12 Lalitpur Metropolis, Lalitpur",52500000.0
Land for Sale - Rs 35 Lakh Per Aana,"['land', 'sale', 'r', '35', 'lakh', 'per', 'aana']",land sale r 35 lakh per aana,7,Land,"Hattiban  Lalitpur Metropolis, Lalitpur",13124923.301680058
Land for Sale - Rs 70 Lakh Per Aana,"['land', 'sale', 'r', '70', 'lakh', 'per', 'aana']",land sale r 70 lakh per aana,7,Land,"Imadol 1 Mahalaxmi, Lalitpur",42000000.0
Land for Sale - Rs 45 Lakh Per Aana,"['land', 'sale', 'r', '45', 'lakh', 'per', 'aana']",land sale r 45 lakh per aana,7,Land,"Setipakha 11 Lalitpur Metropolis, Lalitpur",36000000.0
Land for Sale - Rs 45 Lakh Per Aana,"['land', 'sale', 'r', '45', 'lakh', 'per', 'aana']",land sale r 45 lakh per aana,7,Land,"Setipakha 15 Lalitpur Metropolis, Lalitpur",49500000.0
Land for Sale - Rs 2 Crore 20 Lakh,"['land', 'sale', 'r', 'crore', '20', 'lakh']",land sale r crore 20 lakh,6,Land,"Imadol 1 Mahalaxmi, Lalitpur",22000000.0
Land for Sale - Rs 1 Crore 15 Lakh Per Aana,"['land', 'sale', 'r', 'crore', '15', 'lakh', 'per', 'aana']",land sale r crore 15 lakh per aana,8,Land,"Imadol 14 Mahalaxmi, Lalitpur",37374915.99707816
Land for Sale - Rs 3 Crore,"['land', 'sale', 'r', 'crore']",land sale r crore,4,Land,"Bhaisepati 12 Lalitpur Metropolis, Lalitpur",30000000.0
Land for Sale - Rs 3 Crore 90 Lakh,"['land', 'sale', 'r', 'crore', '90', 'lakh']",land sale r crore 90 lakh,6,Land,"Bhaisepati 11 Lalitpur Metropolis, Lalitpur",39000000.0
Land for Sale - Rs 44 Lakh Per Aana,"['land', 'sale', 'r', '44', 'lakh', 'per', 'aana']",land sale r 44 lakh per aana,7,Land,"Imadol 4 Lalitpur Metropolis, Lalitpur",18699967.85975164
Land for Sale - Rs 45 Lakh Per Aana,"['land', 'sale', 'r', '45', 'lakh', 'per', 'aana']",land sale r 45 lakh per aana,7,Land,"Balkumari 5 Lalitpur Metropolis, Lalitpur",16874901.38787436
Land for Sale - Rs 45 Lakh Per Aana,"['land', 'sale', 'r', '45', 'lakh', 'per', 'aana']",land sale r 45 lakh per aana,7,Land,"Imadol 6 Mahalaxmi, Lalitpur",17437384.952520087
Land for Sale - Rs 52 Lakh Per Aana,"['land', 'sale', 'r', '52', 'lakh', 'per', 'aana']",land sale r 52 lakh per aana,7,Land,"Thimi Chowk 7 Bhaktapur, Bhaktapur",140400000.0
Land for Sale - Rs 45 Lakh Per Aana,"['land', 'sale', 'r', '45', 'lakh', 'per', 'aana']",land sale r 45 lakh per aana,7,Land,"Kamerotar 8 Bhaktapur, Bhaktapur",18281241.782322865
Land for Sale - Rs 3 Crore 95 Lakh,"['land', 'sale', 'r', 'crore', '95', 'lakh']",land sale r crore 95 lakh,6,Land,"Buddhanilkanth  Budhanilkantha, Kathmandu",39500000.0
Land for Rent - Rs 2 Lakh 25 Thousand Per Dhur,"['land', 'rent', 'r', 'lakh', '25', 'thousand', 'per', 'dhur']",land rent r lakh 25 thousand per dhur,8,Land,"Bansbari  Itahari, Sunsari",4500000.0
Land for Sale - Rs 4 Crore 75 Lakh,"['land', 'sale', 'r', 'crore', '75', 'lakh']",land sale r crore 75 lakh,6,Land,"Pasikot 12 Budhanilkantha, Kathmandu",47500000.0
Land for Sale - Rs 37 Lakh Per Aana,"['land', 'sale', 'r', '37', 'lakh', 'per', 'aana']",land sale r 37 lakh per aana,7,Land,"Gothatar 12 Kathmandu Metropolis, Kathmandu",22200000.0
Land for Sale - Rs 90 Lakh,"['land', 'sale', 'r', '90', 'lakh']",land sale r 90 lakh,5,Land,"Padampur 2 Kalika, Chitwan",9000000.0
Land for Sale - Rs 3 Crore 25 Lakh,"['land', 'sale', 'r', 'crore', '25', 'lakh']",land sale r crore 25 lakh,6,Land,"Bhaisepati 11 Mahalaxmi, Lalitpur",32500000.0
Land for Sale - Rs 3 Crore 25 Lakh,"['land', 'sale', 'r', 'crore', '25', 'lakh']",land sale r crore 25 lakh,6,Land,"Sanagau 11 Mahalaxmi, Lalitpur",32500000.0
